SHIP'S NAME,COUNTRY,DWT,LBP,B,D,d,Air_d,Vs,L/B,L/D,B/D,B/d,L/d,d/D,Fn
Victorious,Liberia,47083,174,32.22600174,18,12.20499992,5.79500008,7.2016,5.399366679,9.666666667,1.79033343,2.640393441,14.25645237,0.678055551,0.174309023
Olympic Faith,Greece,147457,263.2999878,44.53699875,24.70000076,16.92300034,7.77700042,7.2016,5.91193828,10.65991821,1.803117303,2.631743654,15.55870605,0.685141693,0.141699746
Olympic Flair,Greece,147396,263.2999878,44.53699875,24.70000076,16.92499924,7.77500152,7.613120098,5.91193828,10.65991821,1.803117303,2.631432836,15.55686852,0.68522262,0.149796876
Wisby Barbados,Sweden,6330,95.51999664,17.51000023,8,6.071000099,1.928999901,5.246879902,5.455168212,11.93999958,2.188750029,2.884203582,15.73381569,0.758875012,0.171403415
Alstergas,Germany,5694,92.59999847,15.93000031,9,7.202000141,1.797999859,7.2016,5.812931366,10.28888872,1.770000034,2.211885587,12.85753911,0.800222238,0.238940079
An Yun,Taiwan,43397,182,32.22800064,16,10.91300011,5.08699989,7.4588,5.647263137,11.375,2.01425004,2.953175141,16.67735711,0.682062507,0.17652197
Navion Saga,Norway,149000,258,46.0359993,23.89999962,16.84000015,7.05999947,7.664559805,5.604309756,10.79497925,1.92619247,2.73372915,15.32066495,0.704602528,0.152350141
JO Palm,Netherlands,8224,108,18.10000038,9.5,7.71999979,1.78000021,6.532879902,5.966850703,11.36842105,1.905263198,2.344559698,13.98963769,0.812631557,0.200705047
Tradewind Sunrise,Panama,6321,95.51999664,17.5,8,6.080999851,1.919000149,6.1728,5.458285522,11.93999958,2.1875,2.877816219,15.7079426,0.760124981,0.20165108
Genmar Progress,Liberia,96765,222.1300049,42,20.29999924,14.22700024,6.072999,7.4588,5.28880964,10.94236518,2.068965595,2.952133218,15.61327062,0.700837476,0.159783101
Front Maple,Liberia,151680,256,46.20000076,23.79999924,17.0170002,6.78299904,7.2016,5.54112545,10.75630286,1.941176565,2.714932139,15.04377957,0.715000031,0.14370587
Front Birch,Liberia,151680,256,46.20000076,23.79999924,17.0170002,6.78299904,7.2016,5.54112545,10.75630286,1.941176565,2.714932139,15.04377957,0.715000031,0.14370587
Boral Gas,Netherlands Antilles,3000,78.30000305,13.60000038,7.199999809,5.000999928,2.198999881,6.6872,5.757353005,10.87500071,1.888888992,2.719456224,15.65686946,0.694583342,0.241284219
Pacific Gas,Netherlands Antilles,2600,78.90000153,13.60000038,7.199999809,4.599999905,2.599999904,6.6872,5.801470539,10.95833384,1.888888992,2.956521883,17.1521746,0.638888893,0.240365041
Trans Sund,Norway,4794,88.12999725,15.31999969,8.050000191,6.199999809,1.850000382,7.2016,5.752610903,10.94782549,1.903105506,2.470967768,14.21451612,0.770186293,0.244924716
Trans Vik,Norway,4500,88.12999725,15.31999969,8.050000191,6.210999966,1.839000225,7.2016,5.752610903,10.94782549,1.903105506,2.466591495,14.18934113,0.771552773,0.244924716
Thistle,Liberia,100289,234,41.23199844,21.60000038,14.41800022,7.18200016,7.613120098,5.67520394,10.83333314,1.908888783,2.859758483,16.22971261,0.667499998,0.158898665
Formosa Four,Liberia,35672,167,30,14.19999981,10.52799988,3.67199993,7.9732,5.566666667,11.76056354,2.112676085,2.849544105,15.86246219,0.741408452,0.196988067
Formosa Five,Liberia,35672,167,30,14.19999981,10.52799988,3.67199993,7.9732,5.566666667,11.76056354,2.112676085,2.849544105,15.86246219,0.741408452,0.196988067
Emerald Hill,Panama,70887,215,32.23300171,20.39999962,13.94099998,6.45899964,7.253040195,6.670182378,10.53921588,1.580049133,2.312101123,15.42213617,0.683382365,0.157930624
Prince Henri,Luxembourg,4686,105,12.5,7,5.449999809,1.550000191,6.1728,8.4,15,1.785714286,2.293578062,19.26605572,0.778571401,0.192332667
Shinyo Mariner,Hong Kong,271208,321,58,28.75,19.22500038,9.52499962,8.2304,5.534482759,11.16521739,2.017391304,3.016905012,16.69700877,0.668695665,0.146667511
Conquistador,Malta,94488,222,42,20.70000076,13.93299961,6.76700115,7.2016,5.285714286,10.72463729,2.028985433,3.014426267,15.93339598,0.673091744,0.154318504
Genmar Princess,Liberia,96648,222.128006,42.0320015,20.29999924,14.22700024,6.072999,7.2016,5.284735394,10.94226672,2.070542023,2.954382568,15.61313012,0.700837476,0.154274033
Jag Viraj,India,17577,153.5,25.92399979,15.39999962,8.31400013,7.08599949,7.716,5.921154191,9.967532713,1.683376651,3.118113951,18.46283349,0.539870152,0.198839895
Vitta Theresa,Denmark,2925,94.44999695,10.93999958,6.550000191,4.360000134,2.190000057,5.4012,8.633455263,14.41984644,1.670228895,2.509174138,21.66284267,0.665648856,0.177441329
Pyrihios,Marshall Islands,29999,158,27.39999962,15.55000019,10.28800011,5.26200008,7.355920098,5.766423438,10.16077158,1.762057832,2.66329698,15.35769813,0.661607716,0.186841763
Shinyo Alliance,Hong Kong,248034,302,58,28.29999924,18.76399994,9.5359993,7.664559805,5.206896552,10.67137838,2.04947002,3.091025378,16.09464938,0.663038885,0.140815105
Genmar Gulf,Marshall Islands,141844,264,48,23,15.22200012,7.77799988,7.561679902,5.5,11.47826087,2.086956522,3.153330681,17.34331874,0.661826092,0.148587345
Falkonera,Greece,264892,315.5,58,29.70000076,19.79999924,9.90000152,7.9732,5.439655172,10.62289535,1.952861903,2.929293042,15.93434405,0.666666624,0.143317252
Sunrise IV,Liberia,259530,315.5,58,29.70000076,19.44599915,10.25400161,7.9732,5.439655172,10.62289535,1.952861903,2.982618664,16.22441704,0.654747429,0.143317252
Gaschem Bergen,Germany,9490,121.9899979,17.85000038,11.89999962,8.618000031,3.281999589,8.384719609,6.834173406,10.25126066,1.50000008,2.071246265,14.15525615,0.724201706,0.242377292
Taiyoh I,Singapore,96114,232,42,20.39999962,12.93099976,7.46899986,7.2016,5.523809524,11.37254923,2.058823568,3.248008722,17.94138151,0.633872549,0.150956042
Listraum,Norway,6519,94,18.25,8.899999619,7.013000011,1.886999608,7.2016,5.150684932,10.5617982,2.050561886,2.602309992,13.40367886,0.787977563,0.237154061
Estrecho De Magallan,Chile,68000,228,32.20000076,18,13.60000038,4.39999962,8.127520098,7.080745174,12.66666667,1.788888931,2.367647049,16.76470541,0.755555577,0.171852607
Stolt Tern,Cayman Islands,4759,87.75,15.27000046,8.050000191,6.199999809,1.850000382,6.790079902,5.746561713,10.90062086,1.896894422,2.462903376,14.15322624,0.770186293,0.231428488
Nichiryu,Panama,249037,311,58,27.70000076,19.02799988,8.67200088,7.716,5.362068966,11.22743652,2.093862758,3.048139603,16.34433477,0.686931385,0.139693925
Front Highness,Singapore,284317,310,56.04999924,31.39999962,21.62199974,9.77799988,7.2016,5.530776168,9.872611584,1.785031845,2.592267131,14.33724927,0.688598726,0.13059112
Maharshi Mahatreya,India,25999,173.3999939,27.43000031,18,10.14400005,7.85599995,8.4876,6.321545459,9.633332994,1.523888906,2.704061531,17.09384789,0.563555558,0.205790755
Flawless,Liberia,154970,264,43.93000031,24.39999962,17.52000046,6.87999916,7.4588,6.009560622,10.8196723,1.800409877,2.507420043,15.06849276,0.718032817,0.14656575
Tromso Reliance,Liberia,154970,264,43.90000153,24.39999962,17.52000046,6.87999916,7.4588,6.013667216,10.8196723,1.799180419,2.505707784,15.06849276,0.718032817,0.14656575
Timeless,Liberia,154970,264,43.93000031,24.39999962,17.52000046,6.87999916,7.4588,6.009560622,10.8196723,1.800409877,2.507420043,15.06849276,0.718032817,0.14656575
Tromso Trust,Liberia,154970,264,43.93000031,24.39999962,17.52000046,6.87999916,7.4588,6.009560622,10.8196723,1.800409877,2.507420043,15.06849276,0.718032817,0.14656575
Priceless,Marshall Islands,154970,264,43.93000031,24.39999962,17.5,6.89999962,7.4588,6.009560622,10.8196723,1.800409877,2.510285732,15.08571429,0.717213126,0.14656575
Ishwari,India,145200,264,43.93000031,24.39999962,17.5,6.89999962,7.4588,6.009560622,10.8196723,1.800409877,2.510285732,15.08571429,0.717213126,0.14656575
Stopless,Liberia,139234,264,43.93000031,24.39999962,17.5,6.89999962,7.4588,6.009560622,10.8196723,1.800409877,2.510285732,15.08571429,0.717213126,0.14656575
Dutch Navigator,Netherlands,6221,111.8700027,17.09700012,8.699999809,6.201000214,2.498999595,7.716,6.543253314,12.85862128,1.965172471,2.75713587,18.04063842,0.712758661,0.232916841
Tower Bridge,Bahamas,49345,212,36.02399826,17.70000076,11,6.70000076,8.2304,5.884965863,11.97740062,2.035254052,3.274908933,19.27272727,0.6214689,0.180475606
Navion Akarita,Norway,107223,233.3000031,42.0320015,21.5,15.02000046,6.47999954,7.716,5.550532803,10.85116293,1.954976814,2.798402145,15.5326229,0.698604673,0.161287364
Kaimon,Panama,261155,315,56,29.39999962,19.33600044,10.06399918,7.716,5.625,10.71428585,1.904761929,2.896152189,16.29085606,0.657687098,0.138804146
Semeru,Marshall Islands,97085,235,42,19.5,13.41899967,6.08100033,7.2016,5.595238095,12.05128205,2.153846154,3.129890531,17.51248273,0.688153829,0.149989398
Tigani,Malta,97114,235,42.0340004,19.5,13.41899967,6.08100033,7.2016,5.590712227,12.05128205,2.155589764,3.132424282,17.51248273,0.688153829,0.149989398
Sagamore,Bahamas,68536,219.6000061,32.20000076,20.20000076,13.32499981,6.87500095,6.6872,6.819875805,10.87128702,1.594059384,2.41651041,16.48030088,0.659653431,0.144076661
Ocean Emerald,Singapore,152680,266.8099976,46.38600159,23.53000069,16.72400093,6.80599976,8.2304,5.751950771,11.33914109,1.971355726,2.773618692,15.95371818,0.71075225,0.160873826
Arabian Star,Liberia,4564,81,15.80000019,6.699999809,5.400000095,1.299999714,5.4012,5.126582217,12.08955258,2.358209051,2.92592591,14.99999974,0.805970186,0.191607827
Lotus,Liberia,100314,234,41.22999954,21.60000038,14.41800022,7.18200016,7.613120098,5.675479083,10.83333314,1.908796241,2.859619844,16.22971261,0.667499998,0.158898665
Spirit II,Liberia,100336,234,41.22999954,21.60000038,14.41800022,7.18200016,7.613120098,5.675479083,10.83333314,1.908796241,2.859619844,16.22971261,0.667499998,0.158898665
Sari Marina,Malaysia,6500,98.69999695,16.80999947,8.300000191,8.001999855,0.298000336,5.9156,5.87150506,11.89156562,2.025301094,2.100724791,12.33441624,0.964096346,0.190110335
Orient Jewel,Panama,275628,313,56.59999847,28.60000038,20.47699928,8.1230011,7.2016,5.530035485,10.9440558,1.979020899,2.764076792,15.28544274,0.715978986,0.129963777
Morning Lady,Liberia,100486,234,41.23199844,21.60000038,14.41800022,7.18200016,7.253040195,5.67520394,10.83333314,1.908888783,2.859758483,16.22971261,0.667499998,0.15138319
Twaite,Netherlands,1720,102.0899963,11.97999954,6.079999924,3.200000048,2.879999876,5.6584,8.521702856,16.79111802,1.970394686,3.7437498,31.90312337,0.526315804,0.178800014
Zhong Hua 6,China,8001,103,18.22400093,8.949999809,7.313000202,1.636999607,6.43,5.651887332,11.50838013,2.036201265,2.492000605,14.08450665,0.817095012,0.202282288
Tohdoh,Panama,261212,315,59,29.70000076,19.70000076,10,7.818879902,5.338983051,10.60606033,1.986531936,2.994923742,15.9898471,0.663299672,0.140654866
Myung Jin No. 7,Korea (South),1177,62,10,4.5,3.931999922,0.568000078,6.1728,6.2,13.77777778,2.222222222,2.543235045,15.76805728,0.87377776,0.250294818
Asian Gas,Indonesia,3755,92.5,15.80000019,7.099999905,5.513999939,1.585999966,6.1728,5.854430309,13.02816919,2.225352169,2.865433508,16.77548078,0.77661972,0.204916456
Mmm Islington,Malaysia,6349,99,16,8.399999619,7.038000107,1.361999512,6.275679902,6.1875,11.78571482,1.904761991,2.273373083,14.06649595,0.837857194,0.201376451
Thaioil 3,Thailand,5575,92,15.5,7.5,5.513999939,1.986000061,5.6584,5.935483871,12.26666667,2.066666667,2.811026509,16.68480251,0.735199992,0.188349828
Al Awdah,Kuwait,284533,311.3800049,56.0359993,28,21.62199974,6.37800026,7.510240195,5.556785081,11.12071446,2.001285689,2.591619645,14.40107338,0.772214276,0.135885765
Rathrowan,Norway,4059,90.69999695,14.5,8.300000191,5.909999847,2.390000344,6.1728,6.255172203,10.92771022,1.746987912,2.453468761,15.34686959,0.712048158,0.20693982
Aisha,Kuwait,4319,92,15.80000019,7.300000191,5.764999866,1.535000325,6.6872,5.82278474,12.6027394,2.164383531,2.740676593,15.95836984,0.789725988,0.222595251
Nautica Segamat,Malaysia,3999,94,16.39999962,7.5,5.585999966,1.914000034,6.9444,5.73170745,12.53333333,2.186666616,2.935911156,16.82778385,0.744799995,0.228684273
Sun Clover,Korea (South),8073,100,18.20000076,8.899999619,7.222000122,1.677999497,6.6872,5.494505265,11.23595554,2.044943993,2.520077604,13.84657966,0.811460723,0.213505864
Theodora,Netherlands,6616,104.2900009,17,9.359999657,7.050000191,2.309999466,7.4588,6.134705935,11.14209452,1.816239383,2.411347452,14.79290753,0.753205176,0.233191718
Xin Jiang Sha 2,China,971,65,12,5.5,4.493000031,1.006999969,6.1728,5.416666667,11.81818182,2.181818182,2.670821259,14.46694849,0.816909097,0.244450553
Shuyo Maru,Japan,923,60,11,5.099999905,4.050000191,1.049999714,6.1728,5.454545455,11.7647061,2.156862785,2.716049255,14.81481412,0.794117699,0.254432202
Namhae Gas,Korea (South),3616,103,17.60000038,7.800000191,4.960000038,2.840000153,8.076079902,5.852272601,13.20512788,2.25641025,3.548387146,20.76612887,0.635897425,0.25406655
Pacific Venture,Panama,96106,232,42,20.39999962,13.6239996,6.77600002,7.2016,5.523809524,11.37254923,2.058823568,3.082795158,17.02877325,0.66784313,0.150956042
Tohyuh Maru,Japan,95843,232,42,20.39999962,13.6260004,6.77399922,7.9732,5.523809524,11.37254923,2.058823568,3.08234249,17.0262728,0.667941209,0.167129903
Taiyoh II,Singapore,70910,215,32,20.39999962,13.94099998,6.45899964,7.2016,6.71875,10.53921588,1.56862748,2.295387709,15.42213617,0.683382365,0.156810544
Hafetzah,Malaysia,6500,98.69999695,16.79999924,8.300000191,6.699999809,1.600000382,5.9156,5.875000084,11.89156562,2.024096247,2.507462645,14.73134325,0.807228874,0.190110335
Gaschem Isar,Germany,5681,92.59999847,15.89999962,9,7.199999809,1.800000191,7.2016,5.823899414,10.28888872,1.766666624,2.208333339,12.86111124,0.799999979,0.238940079
Pacific Century,Liberia,50357,219,36.63000107,20.39999962,10.83600044,9.56399918,8.590480391,5.978705804,10.73529432,1.795588321,3.380398633,20.21040892,0.531176502,0.185336471
Gas Ice,Malta,3590,80.69999695,14.19999981,7.5,6.211999893,1.288000107,6.9444,5.683098453,10.75999959,1.893333308,2.28589827,12.99098492,0.828266652,0.246810406
Sigas Ettrick,United Kingdom,3621,82.5,14.80000019,7.400000095,6.019999981,1.380000114,6.9444,5.574324253,11.14864851,2,2.4584718,13.70431898,0.813513501,0.244103075
Araevo,Marshall Islands,28610,165,25.32999992,15,11.01799965,3.98200035,7.510240195,6.514015023,11,1.688666661,2.298965395,14.97549512,0.73453331,0.186671214
Kampos,Singapore,41465,172,30,18.39999962,11.76599979,6.63399983,7.4588,5.733333333,9.34782628,1.630434816,2.549719576,14.61839224,0.639456524,0.18158093
Sunny Hawk,Japan,6114,96.5,16,8.449999809,6.914999962,1.534999847,6.1728,6.03125,11.4201186,1.893491167,2.313810569,13.95517,0.818343209,0.200624536
Songa Arctic,Singapore,23400,160,24.77700043,13.5,10.32999992,3.17000008,7.4588,6.457601696,11.85185185,1.835333365,2.398547979,15.4888675,0.765185179,0.188267115
Mustokoweni,Singapore,3199,82,13.60000038,6.5,5.512000084,0.987999916,6.6872,6.029411596,12.61538462,2.092307751,2.467344008,14.87663257,0.848000013,0.235777784
Havstraum,Norway,7975,108,18.25,8.899999619,7.013999939,1.88599968,7.2016,5.917808219,12.13483198,2.050561886,2.601939002,15.39777601,0.788089915,0.221249661
Fostraum,Norway,2910,80,13,7.849999905,5.510000229,2.339999676,7.2016,6.153846154,10.19108293,1.656050975,2.359346544,14.51905566,0.701910866,0.257068876
Metauro,Italy,4621,98.59999847,15,7,5.184000015,1.815999985,6.6872,6.573333231,14.08571407,2.142857143,2.89351851,19.02006138,0.740571431,0.215016285
Larasati,Panama,3665,82.5,14.60000038,7.400000095,5.611999989,1.788000106,6.43,5.650684784,11.14864851,1.972972999,2.601568141,14.70064151,0.758378367,0.226021366
Griya Bali,Indonesia,3670,82.5,14.60000038,7.400000095,5.611999989,1.788000106,6.481440195,5.650684784,11.14864851,1.972972999,2.601568141,14.70064151,0.758378367,0.227829544
Sun Asia,Panama,9103,108,18.39999962,9.800000191,7.914000034,1.886000157,6.6872,5.869565339,11.02040795,1.877550945,2.324993624,13.64670199,0.807551008,0.205446114
Welsh Venture,Panama,280000,319,56,30.20000076,20.85000038,9.35000038,7.304479902,5.696428571,10.56291364,1.854304589,2.68585127,15.29975991,0.690397346,0.130574825
Nickel Maru No. 10,Japan,1210,61,10.31799984,4.5,4.111000061,0.388999939,5.349759805,5.911998541,13.55555556,2.292888853,2.509851541,14.83823865,0.913555569,0.21869299
Larcom,Australia,1800,58.20000076,13.48999977,5.75,4.400000095,1.349999905,8.384719609,4.314307024,10.12173926,2.346086917,3.065908972,13.22727261,0.765217408,0.350907415
Premier,Singapore,232,28.39999962,7.619999886,2.75,2.312999964,0.437000036,4.1152,3.727034127,10.32727259,2.770909049,3.294422829,12.27842631,0.841090896,0.246545611
Baltic Claire,Isle of Man,8952,97.5,17.5,10.60000038,8.399999619,2.200000761,6.1728,5.571428571,9.198112878,1.650943337,2.083333428,11.60714338,0.792452766,0.199593041
Zhu Yuan,China,3422,92,15.80000019,7.300000191,5.75,1.550000191,6.532879902,5.82278474,12.6027394,2.164383531,2.74782612,16,0.787671212,0.217458434
Lady Stephanie,Germany,4320,91.73000336,15.81999969,7.320000172,5.763000011,1.557000161,6.532879902,5.798356837,12.53142093,2.161202093,2.74509798,15.91705764,0.787295065,0.217778231
Relgas Nayantara,India,1225,87.20600128,15.11999989,6.75,3.5,3.25,5.6584,5.767592719,12.9194076,2.239999984,4.319999969,24.91600037,0.518518519,0.193457671
Relgas Isheta,India,2628,87.19999695,15.11999989,6.75,3.5,3.25,5.6584,5.767195607,12.91851807,2.239999984,4.319999969,24.91428484,0.518518519,0.193464331
Aygaz 5,Turkey,4173,92,15.80000019,7.300000191,5.763000011,1.53700018,6.6872,5.82278474,12.6027394,2.164383531,2.741627652,15.96390766,0.789452036,0.222595251
Chun Xing 138,China,3481,93.80000305,16,7,5.678999901,1.321000099,7.2016,5.862500191,13.40000044,2.285714286,2.817397478,16.51699325,0.8112857,0.237406752
Gas Tiny,Marshall Islands,1680,68,12.5,5.5,4.710000038,0.789999962,6.9444,5.44,12.36363636,2.272727273,2.653927792,14.43736719,0.856363643,0.268872118
Oxalis Vanda,Singapore,4993,79.87999725,14.53999996,7.599999905,6.211999893,1.388000012,4.8868,5.493810005,10.51052609,1.913157913,2.340631071,12.85898239,0.817368417,0.174570574
Coniston,Bahamas,4801,94,17.20000076,7.800000191,5.964000225,1.835999966,7.2016,5.465116038,12.05128176,2.205128249,2.883970508,15.76123348,0.764615395,0.237154061
Gagasan Melaka,Malaysia,7744,99,18.20000076,8.800000191,7.191999912,1.608000279,6.6872,5.439560212,11.24999976,2.06818186,2.530589681,13.76529494,0.8172727,0.214581468
Golden Chemical,Panama,6062,94,16.60000038,7.800000191,6.750999928,1.049000263,6.841520098,5.662650473,12.05128176,2.128205125,2.458895061,13.92386328,0.86551279,0.225296361
Ryoka Maru No. 8,Japan,1041,58,12.02400017,4.900000095,3.960000038,0.940000057,5.9156,4.823685893,11.83673446,2.453877538,3.03636365,14.64646451,0.808163257,0.247999211
Konpira Maru No. 2,Japan,1125,59.00999832,10.01000023,4.53000021,4.000999928,0.529000282,5.6584,5.895104592,13.02648909,2.209712973,2.501874634,14.74881264,0.883222901,0.235177809
Hachiho Maru No. 3,Japan,2590,78,12.39999962,5.800000191,5.173999786,0.626000405,6.43,6.290322773,13.44827542,2.137930899,2.396598402,15.07537751,0.892068899,0.232449795
